Frequence = 10 Ghz;
N = 8784;
1.
1   X = 20 mm; Y = 21 mm; Amplitude = 0.000265054; Faza = 159.284 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
914   X = 20 mm; Y = 629 mm; Amplitude = 0; Faza = 27.7594 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
915   X = 20 mm; Y = 629 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
916   X = 20 mm; Y = 631 mm; Amplitude = 0; Faza = 28.9436 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
917   X = 20 mm; Y = 631 mm; Amplitude = 0; Faza = 27.897 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
918   X = 20 mm; Y = 631 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
919   X = 20 mm; Y = 633 mm; Amplitude = 0; Faza = 30.0577 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
920   X = 20 mm; Y = 633 mm; Amplitude = 0; Faza = 28.1209 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
921   X = 20 mm; Y = 633 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
922   X = 20 mm; Y = 635 mm; Amplitude = 0; Faza = 30.9963 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
923   X = 20 mm; Y = 635 mm; Amplitude = 0; Faza = 28.3933 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
924   X = 20 mm; Y = 635 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
925   X = 20 mm; Y = 637 mm; Amplitude = 0; Faza = 31.607 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
926   X = 20 mm; Y = 637 mm; Amplitude = 0; Faza = 28.6687 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
927   X = 20 mm; Y = 637 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
928   X = 20 mm; Y = 639 mm; Amplitude = 0; Faza = 31.8155 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
929   X = 20 mm; Y = 639 mm; Amplitude = 0; Faza = 28.9023 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
930   X = 20 mm; Y = 639 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
931   X = 20 mm; Y = 641 mm; Amplitude = 0; Faza = 31.6209 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
932   X = 20 mm; Y = 641 mm; Amplitude = 0; Faza = 29.0572 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
933   X = 20 mm; Y = 641 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
934   X = 20 mm; Y = 643 mm; Amplitude = 0; Faza = 31.0798 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
935   X = 20 mm; Y = 643 mm; Amplitude = 0; Faza = 29.1116 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
936   X = 20 mm; Y = 643 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
937   X = 20 mm; Y = 645 mm; Amplitude = 0; Faza = 30.2887 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
938   X = 20 mm; Y = 645 mm; Amplitude = 0; Faza = 29.0614 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
939   X = 20 mm; Y = 645 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
940   X = 20 mm; Y = 647 mm; Amplitude = 0; Faza = 29.3705 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
941   X = 20 mm; Y = 647 mm; Amplitude = 0; Faza = 28.9199 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
942   X = 20 mm; Y = 647 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
943   X = 20 mm; Y = 649 mm; Amplitude = 0; Faza = 28.4639 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
944   X = 20 mm; Y = 649 mm; Amplitude = 0; Faza = 28.7144 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
945   X = 20 mm; Y = 649 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
946   X = 20 mm; Y = 651 mm; Amplitude = 0; Faza = 27.7105 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
947   X = 20 mm; Y = 651 mm; Amplitude = 0; Faza = 28.4807 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
948   X = 20 mm; Y = 651 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
949   X = 20 mm; Y = 653 mm; Amplitude = 0; Faza = 27.2372 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
950   X = 20 mm; Y = 653 mm; Amplitude = 0; Faza = 28.257 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
951   X = 20 mm; Y = 653 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
952   X = 20 mm; Y = 655 mm; Amplitude = 0; Faza = 27.1327 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
953   X = 20 mm; Y = 655 mm; Amplitude = 0; Faza = 28.078 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
954   X = 20 mm; Y = 655 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
955   X = 20 mm; Y = 657 mm; Amplitude = 0; Faza = 27.4239 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
956   X = 20 mm; Y = 657 mm; Amplitude = 0; Faza = 27.9694 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
957   X = 20 mm; Y = 657 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
958   X = 20 mm; Y = 659 mm; Amplitude = 0; Faza = 28.0607 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
959   X = 20 mm; Y = 659 mm; Amplitude = 0; Faza = 27.9446 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
960   X = 20 mm; Y = 659 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
961   X = 20 mm; Y = 661 mm; Amplitude = 0; Faza = 28.9221 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
962   X = 20 mm; Y = 661 mm; Amplitude = 0; Faza = 28.0026 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
963   X = 20 mm; Y = 661 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
964   X = 20 mm; Y = 663 mm; Amplitude = 0; Faza = 29.844 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
965   X = 20 mm; Y = 663 mm; Amplitude = 0; Faza = 28.1284 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
966   X = 20 mm; Y = 663 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
967   X = 20 mm; Y = 665 mm; Amplitude = 0; Faza = 30.6605 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
968   X = 20 mm; Y = 665 mm; Amplitude = 0; Faza = 28.2958 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
969   X = 20 mm; Y = 665 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
970   X = 20 mm; Y = 667 mm; Amplitude = 0; Faza = 31.2407 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
971   X = 20 mm; Y = 667 mm; Amplitude = 0; Faza = 28.4718 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
972   X = 20 mm; Y = 667 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
973   X = 20 mm; Y = 669 mm; Amplitude = 0; Faza = 31.5085 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
974   X = 20 mm; Y = 669 mm; Amplitude = 0; Faza = 28.6231 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
975   X = 20 mm; Y = 669 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
976   X = 20 mm; Y = 671 mm; Amplitude = 0; Faza = 31.4445 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
977   X = 20 mm; Y = 671 mm; Amplitude = 0; Faza = 28.7223 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
978   X = 20 mm; Y = 671 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
979   X = 20 mm; Y = 673 mm; Amplitude = 0; Faza = 31.0782 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
980   X = 20 mm; Y = 673 mm; Amplitude = 0; Faza = 28.7524 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
981   X = 20 mm; Y = 673 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
982   X = 20 mm; Y = 675 mm; Amplitude = 0; Faza = 30.4765 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
983   X = 20 mm; Y = 675 mm; Amplitude = 0; Faza = 28.7104 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
984   X = 20 mm; Y = 675 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
985   X = 20 mm; Y = 677 mm; Amplitude = 0; Faza = 29.7338 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
986   X = 20 mm; Y = 677 mm; Amplitude = 0; Faza = 28.607 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
987   X = 20 mm; Y = 677 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
988   X = 20 mm; Y = 679 mm; Amplitude = 0; Faza = 28.9626 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
989   X = 20 mm; Y = 679 mm; Amplitude = 0; Faza = 28.4641 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
990   X = 20 mm; Y = 679 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
991   X = 20 mm; Y = 681 mm; Amplitude = 0; Faza = 28.2818 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
992   X = 20 mm; Y = 681 mm; Amplitude = 0; Faza = 28.3105 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
993   X = 20 mm; Y = 681 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
994   X = 20 mm; Y = 683 mm; Amplitude = 0; Faza = 27.801 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
995   X = 20 mm; Y = 683 mm; Amplitude = 0; Faza = 28.1768 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
996   X = 20 mm; Y = 683 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
997   X = 20 mm; Y = 685 mm; Amplitude = 0; Faza = 27.6014 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
998   X = 20 mm; Y = 685 mm; Amplitude = 0; Faza = 28.0902 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
999   X = 20 mm; Y = 685 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1000   X = 20 mm; Y = 687 mm; Amplitude = 0; Faza = 27.7152 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1001   X = 20 mm; Y = 687 mm; Amplitude = 0; Faza = 28.07 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1002   X = 20 mm; Y = 687 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1003   X = 20 mm; Y = 689 mm; Amplitude = 0; Faza = 28.1147 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1004   X = 20 mm; Y = 689 mm; Amplitude = 0; Faza = 28.1242 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1005   X = 20 mm; Y = 689 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1006   X = 20 mm; Y = 691 mm; Amplitude = 0; Faza = 28.7151 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1007   X = 20 mm; Y = 691 mm; Amplitude = 0; Faza = 28.2485 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1008   X = 20 mm; Y = 691 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1009   X = 20 mm; Y = 693 mm; Amplitude = 0; Faza = 29.3945 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1010   X = 20 mm; Y = 693 mm; Amplitude = 0; Faza = 28.4262 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1011   X = 20 mm; Y = 693 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1012   X = 20 mm; Y = 695 mm; Amplitude = 0; Faza = 30.0238 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1013   X = 20 mm; Y = 695 mm; Amplitude = 0; Faza = 28.6311 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1014   X = 20 mm; Y = 695 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1015   X = 20 mm; Y = 697 mm; Amplitude = 0; Faza = 30.4943 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1016   X = 20 mm; Y = 697 mm; Amplitude = 0; Faza = 28.8314 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1017   X = 20 mm; Y = 697 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1018   X = 20 mm; Y = 699 mm; Amplitude = 0; Faza = 30.7351 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1019   X = 20 mm; Y = 699 mm; Amplitude = 0; Faza = 28.9955 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1020   X = 20 mm; Y = 699 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1021   X = 20 mm; Y = 701 mm; Amplitude = 0; Faza = 30.7185 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1022   X = 20 mm; Y = 701 mm; Amplitude = 0; Faza = 29.0978 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1023   X = 20 mm; Y = 701 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1024   X = 20 mm; Y = 703 mm; Amplitude = 0; Faza = 30.4573 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1025   X = 20 mm; Y = 703 mm; Amplitude = 0; Faza = 29.1227 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1026   X = 20 mm; Y = 703 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1027   X = 20 mm; Y = 705 mm; Amplitude = 0; Faza = 29.998 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1028   X = 20 mm; Y = 705 mm; Amplitude = 0; Faza = 29.0678 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1029   X = 20 mm; Y = 705 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1030   X = 20 mm; Y = 707 mm; Amplitude = 0; Faza = 29.4147 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1031   X = 20 mm; Y = 707 mm; Amplitude = 0; Faza = 28.9437 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1032   X = 20 mm; Y = 707 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1033   X = 20 mm; Y = 709 mm; Amplitude = 0; Faza = 28.8002 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1034   X = 20 mm; Y = 709 mm; Amplitude = 0; Faza = 28.7715 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1035   X = 20 mm; Y = 709 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1036   X = 20 mm; Y = 711 mm; Amplitude = 0; Faza = 28.2564 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1037   X = 20 mm; Y = 711 mm; Amplitude = 0; Faza = 28.5792 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1038   X = 20 mm; Y = 711 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1039   X = 20 mm; Y = 713 mm; Amplitude = 0; Faza = 27.8797 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1040   X = 20 mm; Y = 713 mm; Amplitude = 0; Faza = 28.3963 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1041   X = 20 mm; Y = 713 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1042   X = 20 mm; Y = 715 mm; Amplitude = 0; Faza = 27.7427 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1043   X = 20 mm; Y = 715 mm; Amplitude = 0; Faza = 28.2498 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1044   X = 20 mm; Y = 715 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1045   X = 20 mm; Y = 717 mm; Amplitude = 0; Faza = 27.877 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1046   X = 20 mm; Y = 717 mm; Amplitude = 0; Faza = 28.1593 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1047   X = 20 mm; Y = 717 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1048   X = 20 mm; Y = 719 mm; Amplitude = 0; Faza = 28.2624 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1049   X = 20 mm; Y = 719 mm; Amplitude = 0; Faza = 28.1345 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1050   X = 20 mm; Y = 719 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1051   X = 20 mm; Y = 721 mm; Amplitude = 0; Faza = 28.8295 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1052   X = 20 mm; Y = 721 mm; Amplitude = 0; Faza = 28.1741 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1053   X = 20 mm; Y = 721 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1054   X = 20 mm; Y = 723 mm; Amplitude = 0; Faza = 29.4757 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1055   X = 20 mm; Y = 723 mm; Amplitude = 0; Faza = 28.2659 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1056   X = 20 mm; Y = 723 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1057   X = 20 mm; Y = 725 mm; Amplitude = 0; Faza = 30.0893 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1058   X = 20 mm; Y = 725 mm; Amplitude = 0; Faza = 28.3889 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1059   X = 20 mm; Y = 725 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1060   X = 20 mm; Y = 727 mm; Amplitude = 0; Faza = 30.5726 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1061   X = 20 mm; Y = 727 mm; Amplitude = 0; Faza = 28.5174 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1062   X = 20 mm; Y = 727 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1063   X = 20 mm; Y = 729 mm; Amplitude = 0; Faza = 30.8575 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1064   X = 20 mm; Y = 729 mm; Amplitude = 0; Faza = 28.6254 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1065   X = 20 mm; Y = 729 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1066   X = 20 mm; Y = 731 mm; Amplitude = 0; Faza = 30.911 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1067   X = 20 mm; Y = 731 mm; Amplitude = 0; Faza = 28.6911 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1068   X = 20 mm; Y = 731 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1069   X = 20 mm; Y = 733 mm; Amplitude = 0; Faza = 30.735 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1070   X = 20 mm; Y = 733 mm; Amplitude = 0; Faza = 28.7018 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1071   X = 20 mm; Y = 733 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1072   X = 20 mm; Y = 735 mm; Amplitude = 0; Faza = 30.3624 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1073   X = 20 mm; Y = 735 mm; Amplitude = 0; Faza = 28.6552 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1074   X = 20 mm; Y = 735 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1075   X = 20 mm; Y = 737 mm; Amplitude = 0; Faza = 29.8525 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1076   X = 20 mm; Y = 737 mm; Amplitude = 0; Faza = 28.56 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1077   X = 20 mm; Y = 737 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1078   X = 20 mm; Y = 739 mm; Amplitude = 0; Faza = 29.2845 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1079   X = 20 mm; Y = 739 mm; Amplitude = 0; Faza = 28.4338 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1080   X = 20 mm; Y = 739 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1081   X = 20 mm; Y = 741 mm; Amplitude = 0; Faza = 28.7497 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1082   X = 20 mm; Y = 741 mm; Amplitude = 0; Faza = 28.2996 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1083   X = 20 mm; Y = 741 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1084   X = 20 mm; Y = 743 mm; Amplitude = 0; Faza = 28.3381 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1085   X = 20 mm; Y = 743 mm; Amplitude = 0; Faza = 28.1819 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1086   X = 20 mm; Y = 743 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1087   X = 20 mm; Y = 745 mm; Amplitude = 0; Faza = 28.1225 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1088   X = 20 mm; Y = 745 mm; Amplitude = 0; Faza = 28.1018 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1089   X = 20 mm; Y = 745 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1090   X = 20 mm; Y = 747 mm; Amplitude = 0; Faza = 28.1419 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1091   X = 20 mm; Y = 747 mm; Amplitude = 0; Faza = 28.0738 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1092   X = 20 mm; Y = 747 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1093   X = 20 mm; Y = 749 mm; Amplitude = 0; Faza = 28.3908 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1094   X = 20 mm; Y = 749 mm; Amplitude = 0; Faza = 28.1033 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1095   X = 20 mm; Y = 749 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1096   X = 20 mm; Y = 751 mm; Amplitude = 0; Faza = 28.8193 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1097   X = 20 mm; Y = 751 mm; Amplitude = 0; Faza = 28.1858 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1098   X = 20 mm; Y = 751 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1099   X = 20 mm; Y = 753 mm; Amplitude = 0; Faza = 29.3452 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1100   X = 20 mm; Y = 753 mm; Amplitude = 0; Faza = 28.3075 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
