Frequence = 10 Ghz;
N = 9084;
1.
1   X = 20 mm; Y = 21 mm; Amplitude = 0.000450778; Faza = -151.902 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
2798   X = 1984 mm; Y = 821 mm; Amplitude = 0.00409021; Faza = -153.056 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2799   X = 1984 mm; Y = 821 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2800   X = 1984 mm; Y = 823 mm; Amplitude = 0.00456698; Faza = -154.498 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2801   X = 1984 mm; Y = 823 mm; Amplitude = 0.004092; Faza = -157.172 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2802   X = 1984 mm; Y = 823 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2803   X = 1984 mm; Y = 825 mm; Amplitude = 0.00446259; Faza = -157.593 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2804   X = 1984 mm; Y = 825 mm; Amplitude = 0.00403842; Faza = -161.4 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2805   X = 1984 mm; Y = 825 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2806   X = 1984 mm; Y = 827 mm; Amplitude = 0.00428849; Faza = -161.278 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2807   X = 1984 mm; Y = 827 mm; Amplitude = 0.00392854; Faza = -166.035 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2808   X = 1984 mm; Y = 827 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2809   X = 1984 mm; Y = 829 mm; Amplitude = 0.00405522; Faza = -165.966 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2810   X = 1984 mm; Y = 829 mm; Amplitude = 0.00376874; Faza = -171.397 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2811   X = 1984 mm; Y = 829 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2812   X = 1984 mm; Y = 831 mm; Amplitude = 0.00378411; Faza = -172.135 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2813   X = 1984 mm; Y = 831 mm; Amplitude = 0.00357391; Faza = -177.832 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2814   X = 1984 mm; Y = 831 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2815   X = 1984 mm; Y = 833 mm; Amplitude = 0.00351014; Faza = 179.713 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2816   X = 1984 mm; Y = 833 mm; Amplitude = 0.00336829; Faza = -185.683 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2817   X = 1984 mm; Y = 833 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2818   X = 1984 mm; Y = 835 mm; Amplitude = 0.00328287; Faza = 169.228 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2819   X = 1984 mm; Y = 835 mm; Amplitude = 0.0031851; Faza = -195.184 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2820   X = 1984 mm; Y = 835 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2821   X = 1984 mm; Y = 837 mm; Amplitude = 0.00315965; Faza = 156.609 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2822   X = 1984 mm; Y = 837 mm; Amplitude = 0.00306228; Faza = -206.26 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2823   X = 1984 mm; Y = 837 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2824   X = 1984 mm; Y = 839 mm; Amplitude = 0.0031851; Faza = 142.958 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2825   X = 1984 mm; Y = 839 mm; Amplitude = 0.00303221; Faza = -218.326 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2826   X = 1984 mm; Y = 839 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2827   X = 1984 mm; Y = 841 mm; Amplitude = 0.00336575; Faza = 129.924 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2828   X = 1984 mm; Y = 841 mm; Amplitude = 0.00310812; Faza = -230.365 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2829   X = 1984 mm; Y = 841 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2830   X = 1984 mm; Y = 843 mm; Amplitude = 0.00366522; Faza = 118.724 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2831   X = 1984 mm; Y = 843 mm; Amplitude = 0.00327701; Faza = -241.381 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2832   X = 1984 mm; Y = 843 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2833   X = 1984 mm; Y = 845 mm; Amplitude = 0.00402491; Faza = 109.676 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2834   X = 1984 mm; Y = 845 mm; Amplitude = 0.00350611; Faza = -250.829 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2835   X = 1984 mm; Y = 845 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2836   X = 1984 mm; Y = 847 mm; Amplitude = 0.00438634; Faza = 102.502 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2837   X = 1984 mm; Y = 847 mm; Amplitude = 0.00375589; Faza = -258.661 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2838   X = 1984 mm; Y = 847 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2839   X = 1984 mm; Y = 849 mm; Amplitude = 0.00470188; Faza = 96.7409 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2840   X = 1984 mm; Y = 849 mm; Amplitude = 0.00399021; Faza = -265.11 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2841   X = 1984 mm; Y = 849 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2842   X = 1984 mm; Y = 851 mm; Amplitude = 0.00493721; Faza = 91.956 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2843   X = 1984 mm; Y = 851 mm; Amplitude = 0.00418085; Faza = 89.4986 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2844   X = 1984 mm; Y = 851 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2845   X = 1984 mm; Y = 853 mm; Amplitude = 0.00507082; Faza = 87.7824 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2846   X = 1984 mm; Y = 853 mm; Amplitude = 0.00430858; Faza = 84.8431 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2847   X = 1984 mm; Y = 853 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2848   X = 1984 mm; Y = 855 mm; Amplitude = 0.0050931; Faza = 83.914 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2849   X = 1984 mm; Y = 855 mm; Amplitude = 0.00436285; Faza = 80.6324 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2850   X = 1984 mm; Y = 855 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2851   X = 1984 mm; Y = 857 mm; Amplitude = 0.00500537; Faza = 80.0751 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2852   X = 1984 mm; Y = 857 mm; Amplitude = 0.00434111; Faza = 76.6002 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2853   X = 1984 mm; Y = 857 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2854   X = 1984 mm; Y = 859 mm; Amplitude = 0.00481903; Faza = 75.9913 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2855   X = 1984 mm; Y = 859 mm; Amplitude = 0.00424799; Faza = 72.4907 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2856   X = 1984 mm; Y = 859 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2857   X = 1984 mm; Y = 861 mm; Amplitude = 0.00455479; Faza = 71.3662 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2858   X = 1984 mm; Y = 861 mm; Amplitude = 0.00409472; Faza = 68.0444 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2859   X = 1984 mm; Y = 861 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2860   X = 1984 mm; Y = 863 mm; Amplitude = 0.0042419; Faza = 65.8691 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2861   X = 1984 mm; Y = 863 mm; Amplitude = 0.00389845; Faza = 62.9923 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2862   X = 1984 mm; Y = 863 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2863   X = 1984 mm; Y = 865 mm; Amplitude = 0.0039174; Faza = 59.1561 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2864   X = 1984 mm; Y = 865 mm; Amplitude = 0.00368174; Faza = 57.0662 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2865   X = 1984 mm; Y = 865 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2866   X = 1984 mm; Y = 867 mm; Amplitude = 0.00362437; Faza = 50.9595 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2867   X = 1984 mm; Y = 867 mm; Amplitude = 0.00347156; Faza = 50.0443 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2868   X = 1984 mm; Y = 867 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2869   X = 1984 mm; Y = 869 mm; Amplitude = 0.00340727; Faza = 41.2799 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2870   X = 1984 mm; Y = 869 mm; Amplitude = 0.00329705; Faza = 41.8427 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2871   X = 1984 mm; Y = 869 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2872   X = 1984 mm; Y = 871 mm; Amplitude = 0.00330197; Faza = 30.606 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2873   X = 1984 mm; Y = 871 mm; Amplitude = 0.00318498; Faza = 32.6364 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2874   X = 1984 mm; Y = 871 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2875   X = 1984 mm; Y = 873 mm; Amplitude = 0.00332262; Faza = 19.8943 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2876   X = 1984 mm; Y = 873 mm; Amplitude = 0.00315278; Faza = 22.914 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2877   X = 1984 mm; Y = 873 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2878   X = 1984 mm; Y = 875 mm; Amplitude = 0.00345513; Faza = 10.1424 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2879   X = 1984 mm; Y = 875 mm; Amplitude = 0.00320228; Faza = 13.3518 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2880   X = 1984 mm; Y = 875 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2881   X = 1984 mm; Y = 877 mm; Amplitude = 0.00366419; Faza = 1.91639 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2882   X = 1984 mm; Y = 877 mm; Amplitude = 0.00331859; Faza = 4.54204 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2883   X = 1984 mm; Y = 877 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2884   X = 1984 mm; Y = 879 mm; Amplitude = 0.00390707; Faza = -4.73835 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2885   X = 1984 mm; Y = 879 mm; Amplitude = 0.00347523; Faza = -3.21051 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2886   X = 1984 mm; Y = 879 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2887   X = 1984 mm; Y = 881 mm; Amplitude = 0.00414382; Faza = -10.0933 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2888   X = 1984 mm; Y = 881 mm; Amplitude = 0.00364168; Faza = -9.89907 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2889   X = 1984 mm; Y = 881 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2890   X = 1984 mm; Y = 883 mm; Amplitude = 0.00434132; Faza = -14.5274 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2891   X = 1984 mm; Y = 883 mm; Amplitude = 0.00378915; Faza = -15.7071 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2892   X = 1984 mm; Y = 883 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2893   X = 1984 mm; Y = 885 mm; Amplitude = 0.00447391; Faza = -18.419 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2894   X = 1984 mm; Y = 885 mm; Amplitude = 0.00389369; Faza = -20.9015 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2895   X = 1984 mm; Y = 885 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2896   X = 1984 mm; Y = 887 mm; Amplitude = 0.00452331; Faza = -22.1176 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2897   X = 1984 mm; Y = 887 mm; Amplitude = 0.00393767; Faza = -25.7733 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2898   X = 1984 mm; Y = 887 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2899   X = 1984 mm; Y = 889 mm; Amplitude = 0.00447888; Faza = -25.9545 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2900   X = 1984 mm; Y = 889 mm; Amplitude = 0.00391043; Faza = -30.6201 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2901   X = 1984 mm; Y = 889 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2902   X = 1984 mm; Y = 891 mm; Amplitude = 0.00433848; Faza = -30.2722 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2903   X = 1984 mm; Y = 891 mm; Amplitude = 0.003809; Faza = -35.7538 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2904   X = 1984 mm; Y = 891 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2905   X = 1984 mm; Y = 893 mm; Amplitude = 0.00410995; Faza = -35.4629 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2906   X = 1984 mm; Y = 893 mm; Amplitude = 0.00363882; Faza = -41.5219 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2907   X = 1984 mm; Y = 893 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2908   X = 1984 mm; Y = 895 mm; Amplitude = 0.00381337; Faza = -42.0113 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2909   X = 1984 mm; Y = 895 mm; Amplitude = 0.00341485; Faza = -48.3299 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2910   X = 1984 mm; Y = 895 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2911   X = 1984 mm; Y = 897 mm; Amplitude = 0.00348396; Faza = -50.5128 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2912   X = 1984 mm; Y = 897 mm; Amplitude = 0.00316278; Faza = -56.6436 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2913   X = 1984 mm; Y = 897 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2914   X = 1984 mm; Y = 899 mm; Amplitude = 0.00317484; Faza = -61.5789 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2915   X = 1984 mm; Y = 899 mm; Amplitude = 0.00291987; Faza = -66.9151 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2916   X = 1984 mm; Y = 899 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2917   X = 1984 mm; Y = 901 mm; Amplitude = 0.0029547; Faza = -75.4392 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2918   X = 1984 mm; Y = 901 mm; Amplitude = 0.0027328; Faza = -79.3372 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2919   X = 1984 mm; Y = 901 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2920   X = 1984 mm; Y = 903 mm; Amplitude = 0.00288977; Faza = -91.2377 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2921   X = 1984 mm; Y = 903 mm; Amplitude = 0.00264768; Faza = -93.4283 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2922   X = 1984 mm; Y = 903 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2923   X = 1984 mm; Y = 905 mm; Amplitude = 0.0030081; Faza = -106.92 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2924   X = 1984 mm; Y = 905 mm; Amplitude = 0.00269077; Faza = -107.865 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2925   X = 1984 mm; Y = 905 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2926   X = 1984 mm; Y = 907 mm; Amplitude = 0.00327948; Faza = -120.541 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2927   X = 1984 mm; Y = 907 mm; Amplitude = 0.00285322; Faza = -121.107 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2928   X = 1984 mm; Y = 907 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2929   X = 1984 mm; Y = 909 mm; Amplitude = 0.00363789; Faza = -131.423 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2930   X = 1984 mm; Y = 909 mm; Amplitude = 0.00309714; Faza = -132.277 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2931   X = 1984 mm; Y = 909 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2932   X = 1984 mm; Y = 911 mm; Amplitude = 0.00401568; Faza = -139.882 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2933   X = 1984 mm; Y = 911 mm; Amplitude = 0.0033754; Faza = -141.324 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2934   X = 1984 mm; Y = 911 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2935   X = 1984 mm; Y = 913 mm; Amplitude = 0.00435953; Faza = -146.543 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2936   X = 1984 mm; Y = 913 mm; Amplitude = 0.0036461; Faza = -148.631 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2937   X = 1984 mm; Y = 913 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2938   X = 1984 mm; Y = 915 mm; Amplitude = 0.00463238; Faza = -151.987 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2939   X = 1984 mm; Y = 915 mm; Amplitude = 0.00387757; Faza = -154.68 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2940   X = 1984 mm; Y = 915 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2941   X = 1984 mm; Y = 917 mm; Amplitude = 0.00481112; Faza = -156.68 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2942   X = 1984 mm; Y = 917 mm; Amplitude = 0.00404824; Faza = -159.913 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2943   X = 1984 mm; Y = 917 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2944   X = 1984 mm; Y = 919 mm; Amplitude = 0.00488422; Faza = -161 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2945   X = 1984 mm; Y = 919 mm; Amplitude = 0.00414536; Faza = -164.704 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2946   X = 1984 mm; Y = 919 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2947   X = 1984 mm; Y = 921 mm; Amplitude = 0.00485014; Faza = -165.28 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2948   X = 1984 mm; Y = 921 mm; Amplitude = 0.00416392; Faza = -169.387 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2949   X = 1984 mm; Y = 921 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2950   X = 1984 mm; Y = 923 mm; Amplitude = 0.0047163; Faza = -169.844 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2951   X = 1984 mm; Y = 923 mm; Amplitude = 0.00410596; Faza = -174.272 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2952   X = 1984 mm; Y = 923 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2953   X = 1984 mm; Y = 925 mm; Amplitude = 0.00449884; Faza = -175.045 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2954   X = 1984 mm; Y = 925 mm; Amplitude = 0.00398044; Faza = -179.677 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2955   X = 1984 mm; Y = 925 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2956   X = 1984 mm; Y = 927 mm; Amplitude = 0.00422299; Faza = 178.717 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2957   X = 1984 mm; Y = 927 mm; Amplitude = 0.00380347; Faza = -185.939 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2958   X = 1984 mm; Y = 927 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2959   X = 1984 mm; Y = 929 mm; Amplitude = 0.00392398; Faza = 170.997 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2960   X = 1984 mm; Y = 929 mm; Amplitude = 0.00359885; Faza = -193.405 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2961   X = 1984 mm; Y = 929 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2962   X = 1984 mm; Y = 931 mm; Amplitude = 0.00364766; Faza = 161.4 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2963   X = 1984 mm; Y = 931 mm; Amplitude = 0.00339803; Faza = -202.372 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2964   X = 1984 mm; Y = 931 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2965   X = 1984 mm; Y = 933 mm; Amplitude = 0.00344752; Faza = 149.817 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2966   X = 1984 mm; Y = 933 mm; Amplitude = 0.00323808; Faza = -212.949 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
2967   X = 1984 mm; Y = 933 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
2968   X = 1984 mm; Y = 935 mm; Amplitude = 0.00337306; Faza = 136.765 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
2969   X = 1984 mm; Y = 935 mm; Amplitude = 0.00315503; Faza = -224.857 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
