Frequence = 0.6 Ghz;
N = 12378;
1.
1   X = 200 mm; Y = 210 mm; Amplitude = 0.00146745; Faza = 55.0035 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1203   X = 200 mm; Y = 8210 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1204   X = 200 mm; Y = 8230 mm; Amplitude = 0.00216849; Faza = -122.268 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1205   X = 200 mm; Y = 8230 mm; Amplitude = 0.00197055; Faza = 57.7183 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1206   X = 200 mm; Y = 8230 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1207   X = 200 mm; Y = 8250 mm; Amplitude = 0.00214874; Faza = -125.864 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1208   X = 200 mm; Y = 8250 mm; Amplitude = 0.00195711; Faza = 54.3493 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1209   X = 200 mm; Y = 8250 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1210   X = 200 mm; Y = 8270 mm; Amplitude = 0.00212692; Faza = -129.451 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1211   X = 200 mm; Y = 8270 mm; Amplitude = 0.00194274; Faza = 50.9947 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1212   X = 200 mm; Y = 8270 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1213   X = 200 mm; Y = 8290 mm; Amplitude = 0.0021036; Faza = -133.028 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1214   X = 200 mm; Y = 8290 mm; Amplitude = 0.00192771; Faza = 47.6503 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1215   X = 200 mm; Y = 8290 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1216   X = 200 mm; Y = 8310 mm; Amplitude = 0.00207941; Faza = -136.593 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1217   X = 200 mm; Y = 8310 mm; Amplitude = 0.00191233; Faza = 44.3117 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1218   X = 200 mm; Y = 8310 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1219   X = 200 mm; Y = 8330 mm; Amplitude = 0.00205498; Faza = -140.141 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1220   X = 200 mm; Y = 8330 mm; Amplitude = 0.00189693; Faza = 40.9746 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1221   X = 200 mm; Y = 8330 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1222   X = 200 mm; Y = 8350 mm; Amplitude = 0.00203092; Faza = -143.668 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1223   X = 200 mm; Y = 8350 mm; Amplitude = 0.00188185; Faza = 37.6349 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1224   X = 200 mm; Y = 8350 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1225   X = 200 mm; Y = 8370 mm; Amplitude = 0.00200779; Faza = -147.169 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1226   X = 200 mm; Y = 8370 mm; Amplitude = 0.00186744; Faza = 34.2893 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1227   X = 200 mm; Y = 8370 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1228   X = 200 mm; Y = 8390 mm; Amplitude = 0.00198607; Faza = -150.636 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1229   X = 200 mm; Y = 8390 mm; Amplitude = 0.00185401; Faza = 30.9346 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1230   X = 200 mm; Y = 8390 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1231   X = 200 mm; Y = 8410 mm; Amplitude = 0.00196617; Faza = -154.065 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1232   X = 200 mm; Y = 8410 mm; Amplitude = 0.00184185; Faza = 27.5685 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1233   X = 200 mm; Y = 8410 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1234   X = 200 mm; Y = 8430 mm; Amplitude = 0.00194839; Faza = -157.451 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1235   X = 200 mm; Y = 8430 mm; Amplitude = 0.0018312; Faza = 24.1892 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1236   X = 200 mm; Y = 8430 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1237   X = 200 mm; Y = 8450 mm; Amplitude = 0.00193295; Faza = -160.791 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1238   X = 200 mm; Y = 8450 mm; Amplitude = 0.00182223; Faza = 20.7951 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1239   X = 200 mm; Y = 8450 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1240   X = 200 mm; Y = 8470 mm; Amplitude = 0.00191996; Faza = -164.085 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1241   X = 200 mm; Y = 8470 mm; Amplitude = 0.00181506; Faza = 17.3848 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1242   X = 200 mm; Y = 8470 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1243   X = 200 mm; Y = 8490 mm; Amplitude = 0.00190944; Faza = -167.338 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1244   X = 200 mm; Y = 8490 mm; Amplitude = 0.00180971; Faza = 13.9566 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1245   X = 200 mm; Y = 8490 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1246   X = 200 mm; Y = 8510 mm; Amplitude = 0.00190138; Faza = -170.555 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1247   X = 200 mm; Y = 8510 mm; Amplitude = 0.00180617; Faza = 10.5086 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1248   X = 200 mm; Y = 8510 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1249   X = 200 mm; Y = 8530 mm; Amplitude = 0.00189565; Faza = -173.747 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1250   X = 200 mm; Y = 8530 mm; Amplitude = 0.00180433; Faza = 7.0382 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1251   X = 200 mm; Y = 8530 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1252   X = 200 mm; Y = 8550 mm; Amplitude = 0.00189215; Faza = -176.927 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1253   X = 200 mm; Y = 8550 mm; Amplitude = 0.00180406; Faza = 3.54188 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1254   X = 200 mm; Y = 8550 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1255   X = 200 mm; Y = 8570 mm; Amplitude = 0.0018907; Faza = 179.889 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1256   X = 200 mm; Y = 8570 mm; Amplitude = 0.00180514; Faza = 0.0152376 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1257   X = 200 mm; Y = 8570 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1258   X = 200 mm; Y = 8590 mm; Amplitude = 0.00189114; Faza = 176.683 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1259   X = 200 mm; Y = 8590 mm; Amplitude = 0.00180737; Faza = -3.54668 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1260   X = 200 mm; Y = 8590 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1261   X = 200 mm; Y = 8610 mm; Amplitude = 0.00189332; Faza = 173.437 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1262   X = 200 mm; Y = 8610 mm; Amplitude = 0.00181049; Faza = -7.14969 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1263   X = 200 mm; Y = 8610 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1264   X = 200 mm; Y = 8630 mm; Amplitude = 0.0018971; Faza = 170.133 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1265   X = 200 mm; Y = 8630 mm; Amplitude = 0.00181428; Faza = -10.8003 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1266   X = 200 mm; Y = 8630 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1267   X = 200 mm; Y = 8650 mm; Amplitude = 0.00190237; Faza = 166.754 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1268   X = 200 mm; Y = 8650 mm; Amplitude = 0.00181851; Faza = -14.505 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1269   X = 200 mm; Y = 8650 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1270   X = 200 mm; Y = 8670 mm; Amplitude = 0.00190903; Faza = 163.285 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1271   X = 200 mm; Y = 8670 mm; Amplitude = 0.00182297; Faza = -18.27 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1272   X = 200 mm; Y = 8670 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1273   X = 200 mm; Y = 8690 mm; Amplitude = 0.00191703; Faza = 159.714 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1274   X = 200 mm; Y = 8690 mm; Amplitude = 0.00182749; Faza = -22.1013 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1275   X = 200 mm; Y = 8690 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1276   X = 200 mm; Y = 8710 mm; Amplitude = 0.00192635; Faza = 156.033 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1277   X = 200 mm; Y = 8710 mm; Amplitude = 0.00183195; Faza = -26.0036 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1278   X = 200 mm; Y = 8710 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1279   X = 200 mm; Y = 8730 mm; Amplitude = 0.00193694; Faza = 152.237 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1280   X = 200 mm; Y = 8730 mm; Amplitude = 0.00183625; Faza = -29.9804 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1281   X = 200 mm; Y = 8730 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1282   X = 200 mm; Y = 8750 mm; Amplitude = 0.00194878; Faza = 148.326 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1283   X = 200 mm; Y = 8750 mm; Amplitude = 0.00184033; Faza = -34.0334 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1284   X = 200 mm; Y = 8750 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1285   X = 200 mm; Y = 8770 mm; Amplitude = 0.00196181; Faza = 144.304 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1286   X = 200 mm; Y = 8770 mm; Amplitude = 0.00184417; Faza = -38.1627 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1287   X = 200 mm; Y = 8770 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1288   X = 200 mm; Y = 8790 mm; Amplitude = 0.00197592; Faza = 140.177 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1289   X = 200 mm; Y = 8790 mm; Amplitude = 0.00184775; Faza = -42.3666 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1290   X = 200 mm; Y = 8790 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1291   X = 200 mm; Y = 8810 mm; Amplitude = 0.00199094; Faza = 135.956 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1292   X = 200 mm; Y = 8810 mm; Amplitude = 0.00185106; Faza = -46.6408 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1293   X = 200 mm; Y = 8810 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1294   X = 200 mm; Y = 8830 mm; Amplitude = 0.00200663; Faza = 131.65 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1295   X = 200 mm; Y = 8830 mm; Amplitude = 0.00185408; Faza = -50.9798 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1296   X = 200 mm; Y = 8830 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1297   X = 200 mm; Y = 8850 mm; Amplitude = 0.00202266; Faza = 127.274 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1298   X = 200 mm; Y = 8850 mm; Amplitude = 0.00185678; Faza = -55.3767 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1299   X = 200 mm; Y = 8850 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1300   X = 200 mm; Y = 8870 mm; Amplitude = 0.00203862; Faza = 122.837 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1301   X = 200 mm; Y = 8870 mm; Amplitude = 0.0018591; Faza = -59.8234 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1302   X = 200 mm; Y = 8870 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1303   X = 200 mm; Y = 8890 mm; Amplitude = 0.00205404; Faza = 118.35 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1304   X = 200 mm; Y = 8890 mm; Amplitude = 0.00186093; Faza = -64.3112 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1305   X = 200 mm; Y = 8890 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1306   X = 200 mm; Y = 8910 mm; Amplitude = 0.00206841; Faza = 113.823 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1307   X = 200 mm; Y = 8910 mm; Amplitude = 0.00186213; Faza = -68.8317 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1308   X = 200 mm; Y = 8910 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1309   X = 200 mm; Y = 8930 mm; Amplitude = 0.00208121; Faza = 109.26 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1310   X = 200 mm; Y = 8930 mm; Amplitude = 0.00186255; Faza = -73.377 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1311   X = 200 mm; Y = 8930 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1312   X = 200 mm; Y = 8950 mm; Amplitude = 0.00209195; Faza = 104.666 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1313   X = 200 mm; Y = 8950 mm; Amplitude = 0.001862; Faza = -77.9399 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1314   X = 200 mm; Y = 8950 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1315   X = 200 mm; Y = 8970 mm; Amplitude = 0.00210016; Faza = 100.042 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1316   X = 200 mm; Y = 8970 mm; Amplitude = 0.00186027; Faza = -82.5149 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1317   X = 200 mm; Y = 8970 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1318   X = 200 mm; Y = 8990 mm; Amplitude = 0.00210552; Faza = 95.3865 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1319   X = 200 mm; Y = 8990 mm; Amplitude = 0.0018572; Faza = -87.0978 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1320   X = 200 mm; Y = 8990 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1321   X = 200 mm; Y = 9010 mm; Amplitude = 0.00210777; Faza = 90.6972 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1322   X = 200 mm; Y = 9010 mm; Amplitude = 0.00185262; Faza = -91.6859 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1323   X = 200 mm; Y = 9010 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1324   X = 200 mm; Y = 9030 mm; Amplitude = 0.00210682; Faza = 85.9711 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1325   X = 200 mm; Y = 9030 mm; Amplitude = 0.00184641; Faza = -96.2783 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1326   X = 200 mm; Y = 9030 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1327   X = 200 mm; Y = 9050 mm; Amplitude = 0.0021027; Faza = 81.2051 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1328   X = 200 mm; Y = 9050 mm; Amplitude = 0.00183852; Faza = -100.875 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1329   X = 200 mm; Y = 9050 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1330   X = 200 mm; Y = 9070 mm; Amplitude = 0.00209557; Faza = 76.3969 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1331   X = 200 mm; Y = 9070 mm; Amplitude = 0.00182894; Faza = -105.476 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1332   X = 200 mm; Y = 9070 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1333   X = 200 mm; Y = 9090 mm; Amplitude = 0.00208573; Faza = 71.546 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1334   X = 200 mm; Y = 9090 mm; Amplitude = 0.00181774; Faza = -110.084 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1335   X = 200 mm; Y = 9090 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1336   X = 200 mm; Y = 9110 mm; Amplitude = 0.00207355; Faza = 66.6542 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1337   X = 200 mm; Y = 9110 mm; Amplitude = 0.00180506; Faza = -114.698 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1338   X = 200 mm; Y = 9110 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1339   X = 200 mm; Y = 9130 mm; Amplitude = 0.00205946; Faza = 61.7261 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1340   X = 200 mm; Y = 9130 mm; Amplitude = 0.00179111; Faza = -119.321 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1341   X = 200 mm; Y = 9130 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1342   X = 200 mm; Y = 9150 mm; Amplitude = 0.00204391; Faza = 56.7696 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1343   X = 200 mm; Y = 9150 mm; Amplitude = 0.00177612; Faza = -123.952 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1344   X = 200 mm; Y = 9150 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1345   X = 200 mm; Y = 9170 mm; Amplitude = 0.00202732; Faza = 51.7953 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1346   X = 200 mm; Y = 9170 mm; Amplitude = 0.00176037; Faza = -128.588 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1347   X = 200 mm; Y = 9170 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1348   X = 200 mm; Y = 9190 mm; Amplitude = 0.00201007; Faza = 46.8168 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1349   X = 200 mm; Y = 9190 mm; Amplitude = 0.00174414; Faza = -133.228 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1350   X = 200 mm; Y = 9190 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1351   X = 200 mm; Y = 9210 mm; Amplitude = 0.00199244; Faza = 41.8493 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1352   X = 200 mm; Y = 9210 mm; Amplitude = 0.00172774; Faza = -137.867 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1353   X = 200 mm; Y = 9210 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1354   X = 200 mm; Y = 9230 mm; Amplitude = 0.00197459; Faza = 36.9089 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1355   X = 200 mm; Y = 9230 mm; Amplitude = 0.00171141; Faza = -142.499 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1356   X = 200 mm; Y = 9230 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1357   X = 200 mm; Y = 9250 mm; Amplitude = 0.00195659; Faza = 32.0115 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1358   X = 200 mm; Y = 9250 mm; Amplitude = 0.00169537; Faza = -147.119 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1359   X = 200 mm; Y = 9250 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1360   X = 200 mm; Y = 9270 mm; Amplitude = 0.00193842; Faza = 27.1714 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1361   X = 200 mm; Y = 9270 mm; Amplitude = 0.00167979; Faza = -151.718 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1362   X = 200 mm; Y = 9270 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1363   X = 200 mm; Y = 9290 mm; Amplitude = 0.00191996; Faza = 22.4003 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1364   X = 200 mm; Y = 9290 mm; Amplitude = 0.0016648; Faza = -156.292 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1365   X = 200 mm; Y = 9290 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1366   X = 200 mm; Y = 9310 mm; Amplitude = 0.00190108; Faza = 17.7062 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1367   X = 200 mm; Y = 9310 mm; Amplitude = 0.00165044; Faza = -160.834 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1368   X = 200 mm; Y = 9310 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1369   X = 200 mm; Y = 9330 mm; Amplitude = 0.00188162; Faza = 13.0933 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1370   X = 200 mm; Y = 9330 mm; Amplitude = 0.00163673; Faza = -165.341 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1371   X = 200 mm; Y = 9330 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1372   X = 200 mm; Y = 9350 mm; Amplitude = 0.00186146; Faza = 8.5609 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1373   X = 200 mm; Y = 9350 mm; Amplitude = 0.00162362; Faza = -169.812 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1374   X = 200 mm; Y = 9350 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
