Frequence = 0.6 Ghz;
N = 12378;
1.
1   X = 200 mm; Y = 210 mm; Amplitude = 0.00286564; Faza = -42.1737 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
3549   X = 20540 mm; Y = 2930 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3550   X = 20540 mm; Y = 2950 mm; Amplitude = 5.00153e-007; Faza = 163.059 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3551   X = 20540 mm; Y = 2950 mm; Amplitude = 1.30348e-006; Faza = -208.833 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3552   X = 20540 mm; Y = 2950 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3553   X = 20540 mm; Y = 2970 mm; Amplitude = 2.84111e-007; Faza = 140.027 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3554   X = 20540 mm; Y = 2970 mm; Amplitude = 1.09449e-006; Faza = -206.461 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3555   X = 20540 mm; Y = 2970 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3556   X = 20540 mm; Y = 2990 mm; Amplitude = 2.91132e-007; Faza = 87.049 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3557   X = 20540 mm; Y = 2990 mm; Amplitude = 8.84589e-007; Faza = -206.682 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3558   X = 20540 mm; Y = 2990 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3559   X = 20540 mm; Y = 3010 mm; Amplitude = 5.0277e-007; Faza = 66.1984 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3560   X = 20540 mm; Y = 3010 mm; Amplitude = 6.88624e-007; Faza = -211.452 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3561   X = 20540 mm; Y = 3010 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3562   X = 20540 mm; Y = 3030 mm; Amplitude = 7.54353e-007; Faza = 63.6431 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3563   X = 20540 mm; Y = 3030 mm; Amplitude = 5.37188e-007; Faza = -224.213 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3564   X = 20540 mm; Y = 3030 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3565   X = 20540 mm; Y = 3050 mm; Amplitude = 1.00454e-006; Faza = 66.482 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3566   X = 20540 mm; Y = 3050 mm; Amplitude = 4.82759e-007; Faza = -245.942 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3567   X = 20540 mm; Y = 3050 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3568   X = 20540 mm; Y = 3070 mm; Amplitude = 1.2416e-006; Faza = 71.2949 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3569   X = 20540 mm; Y = 3070 mm; Amplitude = 5.50558e-007; Faza = -266.362 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3570   X = 20540 mm; Y = 3070 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3571   X = 20540 mm; Y = 3090 mm; Amplitude = 1.458e-006; Faza = 77.0409 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3572   X = 20540 mm; Y = 3090 mm; Amplitude = 6.98346e-007; Faza = 82.5594 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3573   X = 20540 mm; Y = 3090 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3574   X = 20540 mm; Y = 3110 mm; Amplitude = 1.64779e-006; Faza = 83.2691 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3575   X = 20540 mm; Y = 3110 mm; Amplitude = 8.74746e-007; Faza = 78.653 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3576   X = 20540 mm; Y = 3110 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3577   X = 20540 mm; Y = 3130 mm; Amplitude = 1.80565e-006; Faza = 89.7806 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3578   X = 20540 mm; Y = 3130 mm; Amplitude = 1.05215e-006; Faza = 78.7082 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3579   X = 20540 mm; Y = 3130 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3580   X = 20540 mm; Y = 3150 mm; Amplitude = 1.92703e-006; Faza = 96.4962 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3581   X = 20540 mm; Y = 3150 mm; Amplitude = 1.21737e-006; Faza = 80.9435 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3582   X = 20540 mm; Y = 3150 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3583   X = 20540 mm; Y = 3170 mm; Amplitude = 2.00824e-006; Faza = 103.371 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3584   X = 20540 mm; Y = 3170 mm; Amplitude = 1.36204e-006; Faza = 84.4416 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3585   X = 20540 mm; Y = 3170 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3586   X = 20540 mm; Y = 3190 mm; Amplitude = 2.04686e-006; Faza = 110.414 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3587   X = 20540 mm; Y = 3190 mm; Amplitude = 1.48195e-006; Faza = 88.7156 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3588   X = 20540 mm; Y = 3190 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3589   X = 20540 mm; Y = 3210 mm; Amplitude = 2.04116e-006; Faza = 117.618 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3590   X = 20540 mm; Y = 3210 mm; Amplitude = 1.57299e-006; Faza = -266.528 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3591   X = 20540 mm; Y = 3210 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3592   X = 20540 mm; Y = 3230 mm; Amplitude = 1.99151e-006; Faza = 125.048 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3593   X = 20540 mm; Y = 3230 mm; Amplitude = 1.63285e-006; Faza = -261.472 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3594   X = 20540 mm; Y = 3230 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3595   X = 20540 mm; Y = 3250 mm; Amplitude = 1.8982e-006; Faza = 132.731 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3596   X = 20540 mm; Y = 3250 mm; Amplitude = 1.66028e-006; Faza = -256.264 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3597   X = 20540 mm; Y = 3250 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3598   X = 20540 mm; Y = 3270 mm; Amplitude = 1.76314e-006; Faza = 140.757 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3599   X = 20540 mm; Y = 3270 mm; Amplitude = 1.65386e-006; Faza = -251.024 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3600   X = 20540 mm; Y = 3270 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3601   X = 20540 mm; Y = 3290 mm; Amplitude = 1.58915e-006; Faza = 149.277 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3602   X = 20540 mm; Y = 3290 mm; Amplitude = 1.61202e-006; Faza = -245.859 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3603   X = 20540 mm; Y = 3290 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3604   X = 20540 mm; Y = 3310 mm; Amplitude = 1.37856e-006; Faza = 158.531 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3605   X = 20540 mm; Y = 3310 mm; Amplitude = 1.53514e-006; Faza = -240.915 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3606   X = 20540 mm; Y = 3310 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3607   X = 20540 mm; Y = 3330 mm; Amplitude = 1.13686e-006; Faza = 169.097 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3608   X = 20540 mm; Y = 3330 mm; Amplitude = 1.42207e-006; Faza = -236.349 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3609   X = 20540 mm; Y = 3330 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3610   X = 20540 mm; Y = 3350 mm; Amplitude = 8.70225e-007; Faza = -177.67 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3611   X = 20540 mm; Y = 3350 mm; Amplitude = 1.27445e-006; Faza = -232.447 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3612   X = 20540 mm; Y = 3350 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3613   X = 20540 mm; Y = 3370 mm; Amplitude = 5.96986e-007; Faza = -157.636 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3614   X = 20540 mm; Y = 3370 mm; Amplitude = 1.09336e-006; Faza = -229.668 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3615   X = 20540 mm; Y = 3370 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3616   X = 20540 mm; Y = 3390 mm; Amplitude = 0; Faza = -117.348 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3617   X = 20540 mm; Y = 3390 mm; Amplitude = 0; Faza = -228.969 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3618   X = 20540 mm; Y = 3390 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3619   X = 20540 mm; Y = 3410 mm; Amplitude = 0; Faza = -57.7437 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3620   X = 20540 mm; Y = 3410 mm; Amplitude = 0; Faza = -232.903 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3621   X = 20540 mm; Y = 3410 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3622   X = 20540 mm; Y = 3430 mm; Amplitude = 0; Faza = -24.7677 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3623   X = 20540 mm; Y = 3430 mm; Amplitude = 0; Faza = -248.721 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3624   X = 20540 mm; Y = 3430 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3625   X = 20540 mm; Y = 3450 mm; Amplitude = 1.10378e-006; Faza = -7.59666 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3626   X = 20540 mm; Y = 3450 mm; Amplitude = 3.68987e-007; Faza = 72.0391 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3627   X = 20540 mm; Y = 3450 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3628   X = 20540 mm; Y = 3470 mm; Amplitude = 1.49798e-006; Faza = 4.12601 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3629   X = 20540 mm; Y = 3470 mm; Amplitude = 5.38269e-007; Faza = 39.2546 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3630   X = 20540 mm; Y = 3470 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3631   X = 20540 mm; Y = 3490 mm; Amplitude = 1.89808e-006; Faza = 13.5039 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3632   X = 20540 mm; Y = 3490 mm; Amplitude = 8.29161e-007; Faza = 27.8192 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3633   X = 20540 mm; Y = 3490 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3634   X = 20540 mm; Y = 3510 mm; Amplitude = 2.28966e-006; Faza = 21.6531 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3635   X = 20540 mm; Y = 3510 mm; Amplitude = 1.15705e-006; Faza = 25.1173 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3636   X = 20540 mm; Y = 3510 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3637   X = 20540 mm; Y = 3530 mm; Amplitude = 2.66118e-006; Faza = 29.0545 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3638   X = 20540 mm; Y = 3530 mm; Amplitude = 1.49205e-006; Faza = 25.7818 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3639   X = 20540 mm; Y = 3530 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3640   X = 20540 mm; Y = 3550 mm; Amplitude = 3.00021e-006; Faza = 35.9666 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3641   X = 20540 mm; Y = 3550 mm; Amplitude = 1.81877e-006; Faza = 28.0288 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3642   X = 20540 mm; Y = 3550 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3643   X = 20540 mm; Y = 3570 mm; Amplitude = 3.29506e-006; Faza = 42.5405 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3644   X = 20540 mm; Y = 3570 mm; Amplitude = 2.12491e-006; Faza = 31.1 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3645   X = 20540 mm; Y = 3570 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3646   X = 20540 mm; Y = 3590 mm; Amplitude = 3.53517e-006; Faza = 48.8729 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3647   X = 20540 mm; Y = 3590 mm; Amplitude = 2.39979e-006; Faza = 34.6512 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3648   X = 20540 mm; Y = 3590 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3649   X = 20540 mm; Y = 3610 mm; Amplitude = 3.71019e-006; Faza = 55.0539 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3650   X = 20540 mm; Y = 3610 mm; Amplitude = 2.63459e-006; Faza = 38.5289 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3651   X = 20540 mm; Y = 3610 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3652   X = 20540 mm; Y = 3630 mm; Amplitude = 3.8129e-006; Faza = 61.1305 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3653   X = 20540 mm; Y = 3630 mm; Amplitude = 2.82189e-006; Faza = 42.6408 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3654   X = 20540 mm; Y = 3630 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3655   X = 20540 mm; Y = 3650 mm; Amplitude = 3.83674e-006; Faza = 67.1791 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3656   X = 20540 mm; Y = 3650 mm; Amplitude = 2.95434e-006; Faza = 46.9183 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3657   X = 20540 mm; Y = 3650 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3658   X = 20540 mm; Y = 3670 mm; Amplitude = 3.77849e-006; Faza = 73.2532 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3659   X = 20540 mm; Y = 3670 mm; Amplitude = 3.0284e-006; Faza = 51.3534 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3660   X = 20540 mm; Y = 3670 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3661   X = 20540 mm; Y = 3690 mm; Amplitude = 3.63712e-006; Faza = 79.4332 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3662   X = 20540 mm; Y = 3690 mm; Amplitude = 3.03913e-006; Faza = 55.9043 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3663   X = 20540 mm; Y = 3690 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3664   X = 20540 mm; Y = 3710 mm; Amplitude = 3.41455e-006; Faza = 85.832 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3665   X = 20540 mm; Y = 3710 mm; Amplitude = 2.9855e-006; Faza = 60.582 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3666   X = 20540 mm; Y = 3710 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3667   X = 20540 mm; Y = 3730 mm; Amplitude = 3.11613e-006; Faza = 92.5919 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3668   X = 20540 mm; Y = 3730 mm; Amplitude = 2.86837e-006; Faza = 65.3957 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3669   X = 20540 mm; Y = 3730 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3670   X = 20540 mm; Y = 3750 mm; Amplitude = 2.75053e-006; Faza = 99.9719 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3671   X = 20540 mm; Y = 3750 mm; Amplitude = 2.69086e-006; Faza = 70.369 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3672   X = 20540 mm; Y = 3750 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3673   X = 20540 mm; Y = 3770 mm; Amplitude = 2.33012e-006; Faza = 108.386 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3674   X = 20540 mm; Y = 3770 mm; Amplitude = 2.45767e-006; Faza = 75.5298 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3675   X = 20540 mm; Y = 3770 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3676   X = 20540 mm; Y = 3790 mm; Amplitude = 1.87282e-006; Faza = 118.696 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3677   X = 20540 mm; Y = 3790 mm; Amplitude = 2.17702e-006; Faza = 80.9286 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3678   X = 20540 mm; Y = 3790 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3679   X = 20540 mm; Y = 3810 mm; Amplitude = 1.40539e-006; Faza = 132.799 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3680   X = 20540 mm; Y = 3810 mm; Amplitude = 1.85791e-006; Faza = 86.617 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3681   X = 20540 mm; Y = 3810 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3682   X = 20540 mm; Y = 3830 mm; Amplitude = 9.82098e-007; Faza = 155.535 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3683   X = 20540 mm; Y = 3830 mm; Amplitude = 1.50815e-006; Faza = -267.324 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3684   X = 20540 mm; Y = 3830 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3685   X = 20540 mm; Y = 3850 mm; Amplitude = 0; Faza = -164.441 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3686   X = 20540 mm; Y = 3850 mm; Amplitude = 0; Faza = -260.731 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3687   X = 20540 mm; Y = 3850 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3688   X = 20540 mm; Y = 3870 mm; Amplitude = 0; Faza = -119.21 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3689   X = 20540 mm; Y = 3870 mm; Amplitude = 0; Faza = -253.052 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3690   X = 20540 mm; Y = 3870 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3691   X = 20540 mm; Y = 3890 mm; Amplitude = 0; Faza = -91.319 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3692   X = 20540 mm; Y = 3890 mm; Amplitude = 0; Faza = -241.095 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3693   X = 20540 mm; Y = 3890 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3694   X = 20540 mm; Y = 3910 mm; Amplitude = 1.66867e-006; Faza = -74.3665 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3695   X = 20540 mm; Y = 3910 mm; Amplitude = 8.94665e-008; Faza = -116.639 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3696   X = 20540 mm; Y = 3910 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3697   X = 20540 mm; Y = 3930 mm; Amplitude = 2.10458e-006; Faza = -61.9752 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3698   X = 20540 mm; Y = 3930 mm; Amplitude = 4.6347e-007; Faza = -68.3096 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3699   X = 20540 mm; Y = 3930 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3700   X = 20540 mm; Y = 3950 mm; Amplitude = 2.51769e-006; Faza = -51.5703 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3701   X = 20540 mm; Y = 3950 mm; Amplitude = 8.5681e-007; Faza = -57.9271 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3702   X = 20540 mm; Y = 3950 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3703   X = 20540 mm; Y = 3970 mm; Amplitude = 2.8972e-006; Faza = -42.1504 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3704   X = 20540 mm; Y = 3970 mm; Amplitude = 1.2434e-006; Faza = -50.0741 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3705   X = 20540 mm; Y = 3970 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3706   X = 20540 mm; Y = 3990 mm; Amplitude = 3.23758e-006; Faza = -33.2559 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3707   X = 20540 mm; Y = 3990 mm; Amplitude = 1.61793e-006; Faza = -42.9657 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3708   X = 20540 mm; Y = 3990 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3709   X = 20540 mm; Y = 4010 mm; Amplitude = 3.53563e-006; Faza = -24.6549 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3710   X = 20540 mm; Y = 4010 mm; Amplitude = 1.97332e-006; Faza = -36.1424 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3711   X = 20540 mm; Y = 4010 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3712   X = 20540 mm; Y = 4030 mm; Amplitude = 3.78884e-006; Faza = -16.2324 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3713   X = 20540 mm; Y = 4030 mm; Amplitude = 2.30296e-006; Faza = -29.4068 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3714   X = 20540 mm; Y = 4030 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
3715   X = 20540 mm; Y = 4050 mm; Amplitude = 3.99781e-006; Faza = -7.92516 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
3716   X = 20540 mm; Y = 4050 mm; Amplitude = 2.60336e-006; Faza = -22.7558 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
3717   X = 20540 mm; Y = 4050 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
